FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;COICOP_CATEG;Gruppo di spesa;PURCH_BEHAVIOUR;Abitudine di spesa;Tempo (TIME_PERIOD);Osservazione;OBS_STATUS;'Stato dell"'osservazione'
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2020;100;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);FUEL_PT;Carburanti per mezzi privati;ALL;Tutte le voci;2021;100;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;32.2;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;34.7;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;30.4;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;20;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;22.3;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;22;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;27.4;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;34.9;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.1;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;1.9;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;0.7;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;1;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;0.8;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;0.6;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;0.8;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;42.3;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;40.7;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;41;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;43.4;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2018;100;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2019;100;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2020;100;;
A;Annuale;IT;Italia;FAM_VAL_PERC;Famiglie (composizione %);TRV_HOL;Viaggi e vacanze;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;70.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;74.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;77.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;76.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;25.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;22;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;20.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;20.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;2.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;2.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;0.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;0.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;0.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);FOOD;Cibi;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;67.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;71.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;74.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;72.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;26.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;23;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;21.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;22.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;1.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;1.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;0.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;3.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;2.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;3.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);BEVER;Bevande;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;52.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;57.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;56.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;47.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;38.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;35.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;37.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;46.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;6.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;4.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;4.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);CLOT_FOOTW;Abbigliamento e calzature;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;67.1;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;70;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;72.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;67.4;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;27.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;25.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;24;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;28.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;2.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;2.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;1.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;1.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2019;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2020;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2021;..;0;Il dato non raggiunge la metà della cifra minima considerata
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2018;2.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2019;2.3;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2020;1.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;NO_PRC;Un anno fa non li compravo e continuo a non comprarli;2021;2.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;ALL;Tutte le voci;2018;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;ALL;Tutte le voci;2019;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;ALL;Tutte le voci;2020;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);PCARE_HY;Cura e igiene personale;ALL;Tutte le voci;2021;100;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2018;77.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2019;79;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2020;81;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;SAME_QN_QL;Un anno fa li compravo e continuo a comprarli senza modifiche;2021;75.6;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2018;10.8;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2019;10.2;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2020;11.9;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;LESS_QN_QL;Un anno fa li compravo e ho limitato la spesa in quantità e/o qualità;2021;16.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2018;6.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2019;6.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2020;3.7;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;MR_QN_BT_QL;Un anno fa li compravo e ho aumentato la spesa in quantità e/o qualità;2021;4.5;;
A;Annuale;ITC;Nord-ovest;FAM_VAL_PERC;Famiglie (composizione %);MEX_RPC;Visite mediche e accertamenti periodici preventivi;NO_PRC1Y;Un anno fa non li compravo e ho iniziato a comprarli;2018;0.9;;
