FREQ;Frequenza;REF_AREA;Territorio;DATA_TYPE;Indicatore;COICOP;Coicop (DESC);NUMBER_HOUSEHOLD_COMP;Numero di componenti della famiglia;Tempo (TIME_PERIOD);Osservazione;OBS_STATUS;'Stato dell"'osservazione'
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N3;3;2017;36.86;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N3;3;2018;38.9;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N3;3;2019;39.51;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N3;3;2020;37.12;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N3;3;2021;38.64;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2014;50.65;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2015;40.74;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2016;38.89;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2017;41.34;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2018;42.04;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2019;44.4;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2020;40.6;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N4;4;2021;40.75;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2014;49.38;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2015;39.6;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2016;40.52;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2017;40.65;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2018;39.04;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2019;42.84;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2020;44.8;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1213;Altri apparecchi non elettrici, articoli e prodotti per la cura della persona;N5_GE;5 e più;2021;44.71;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2014;8.88;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2015;9.39;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2016;10.68;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2017;7.1;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2018;7.49;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2019;8.69;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2020;5.01;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N1;1;2021;8.19;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2014;10.78;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2015;12.13;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2016;11.76;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2017;11.33;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2018;12.6;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2019;13.81;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2020;9.93;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N2;2;2021;10.12;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2014;15.16;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2015;14.28;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2016;16.98;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2017;13.26;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2018;14.91;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2019;16.59;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2020;11.09;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N3;3;2021;15;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2014;16.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2015;18.78;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2016;16.61;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2017;12.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2018;15.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2019;15.66;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2020;13.45;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N4;4;2021;13.71;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2014;12.33;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2015;15.61;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2016;12.53;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2017;14.15;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2018;7.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2019;11.09;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2020;13.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);123;Effetti personali n.a.c.;N5_GE;5 e più;2021;12.75;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2014;4.3;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2015;4.64;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2016;6.2;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2017;3.46;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2018;3.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2019;5.23;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2020;2.12;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N1;1;2021;3.79;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2014;4.9;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2015;4.74;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2016;5.39;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2017;4.97;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2018;6.11;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2019;6.66;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2020;3.53;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N2;2;2021;4;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2014;6.13;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2015;4.19;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2016;5.73;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2017;3.99;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2018;5.25;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2019;5.74;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2020;4.78;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N3;3;2021;5.14;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2014;7.64;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2015;8.52;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2016;7.65;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2017;5.07;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2018;6.78;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2019;7.52;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2020;6.7;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N4;4;2021;5.72;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2014;3.53;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2015;5.92;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2016;3.5;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2017;4.65;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2018;2.29;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2019;2.48;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2020;4.24;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1231;Gioielleria ed orologeria;N5_GE;5 e più;2021;4.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2014;4.58;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2015;4.76;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2016;4.48;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2017;3.64;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2018;3.91;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2019;3.46;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2020;2.89;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N1;1;2021;4.4;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2014;5.88;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2015;7.39;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2016;6.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2017;6.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2018;6.5;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2019;7.15;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2020;6.4;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N2;2;2021;6.12;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2014;9.04;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2015;10.08;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2016;11.25;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2017;9.27;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2018;9.66;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2019;10.85;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2020;6.31;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N3;3;2021;9.85;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2014;8.93;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2015;10.26;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2016;8.96;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2017;7.51;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2018;8.59;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2019;8.14;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2020;6.75;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N4;4;2021;7.99;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2014;8.8;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2015;9.7;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2016;9.03;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2017;9.5;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2018;5.28;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2019;8.62;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2020;9.13;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1232;Altri effetti personali;N5_GE;5 e più;2021;8.17;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2014;2.62;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2015;2.27;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2016;2.82;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2017;1.66;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2018;1.77;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2019;2.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2020;2.74;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N1;1;2021;2.4;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2014;2.31;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2015;2.6;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2016;4.77;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2017;3.79;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2018;3.76;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2019;5.38;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2020;1.99;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N2;2;2021;2.99;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2014;8.54;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2015;8.76;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2016;10.07;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2017;8.24;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2018;7.3;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2019;10.43;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2020;6.12;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N3;3;2021;6.34;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2014;9.63;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2015;6.33;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2016;8.36;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2017;9.42;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2018;8.98;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2019;11.22;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2020;5.37;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N4;4;2021;7.92;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2014;6.52;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2015;6.64;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2016;3.54;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2017;11.85;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2018;9.73;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2019;10.23;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2020;3.88;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);124;Assistenza sociale;N5_GE;5 e più;2021;3.09;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1240;Assistenza sociale;N1;1;2014;2.62;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1240;Assistenza sociale;N1;1;2015;2.27;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1240;Assistenza sociale;N1;1;2016;2.82;;
A;Annuale;IT;Italia;SPESA_MEDIA;Spesa media mensile familiare (in euro correnti);1240;Assistenza sociale;N1;1;2017;1.66;;
